"","BookVal","MinorBlem","MajorBlem","PowerSeller","IDSeller","Sealed","NegFeedback","ReservePriceFrac","NBidders","FinalPrice"
"333",21.95,0,0,1,0,0,0,0.193166287015945,3,10.77
"334",8.5,0,0,1,0,0,0,1.17529411764706,1,9.99000000000001
"335",12.5,0,0,1,0,0,0,0.4392,3,11.36
"336",15.95,1,0,0,0,0,0,0.77742946708464,3,17.96
"337",29.5,0,0,0,0,1,0,0.491186440677966,11,35.95
"338",9.5,1,0,1,0,0,0,1.05157894736842,2,10.49
"339",34.5,0,0,1,0,0,1,0.462028985507246,4,33.95
"340",34.5,1,0,0,0,0,1,0.222898550724638,5,29.95
"341",24.5,0,0,1,1,0,0,1.17959183673469,0,NA
"342",32.95,0,0,1,1,0,0,0.998482549317147,3,47.06
"343",43.5,0,0,0,0,0,1,0.176781609195402,8,34.25
"344",32.95,0,0,0,0,0,0,0.178755690440061,8,37.9
"345",14.95,0,0,0,0,0,0,0.393979933110368,5,15.19
"346",21.95,0,1,0,0,0,0,0.658314350797267,0,NA
"347",27.5,0,1,1,0,0,0,0.217454545454545,4,9
"348",39.5,0,0,0,0,0,1,0.194683544303797,9,30.7
"349",39.5,0,0,0,0,0,0,0.379240506329114,5,29.99
"350",13.5,1,0,0,0,0,0,0.554814814814815,3,9.39
"351",59.5,0,0,0,0,0,0,0.11327731092437,11,56.78
"352",69.5,0,0,0,0,0,1,0.110647482014388,6,58.23
"353",24.5,0,0,0,0,0,0,0.324081632653061,5,20.21
"354",99.5,0,0,0,0,0,0,0.0797989949748744,6,61.95
"355",14.95,0,0,1,0,0,1,0.929765886287625,4,24.45
"356",7.5,0,0,1,0,0,0,1.332,2,11.99
"357",17.5,0,0,1,0,0,0,0.313714285714286,7,15
"358",17.95,0,0,1,0,0,0,0.556545961002786,4,13.25
"359",10.5,0,0,1,0,0,0,0.951428571428571,2,11.99
"360",26.5,0,0,0,0,0,0,0.641509433962264,2,26.07
"361",39.5,0,0,0,0,0,0,0.430379746835443,4,24.31
"362",16.5,0,0,1,0,0,0,0.332727272727273,3,17
"363",399.5,0,1,0,0,0,0,0.708385481852315,0,NA
"364",39.5,0,0,0,0,0,0,0.556962025316456,4,34.77
"365",34.5,0,0,0,0,0,0,0.63768115942029,3,30.25
"366",175,0,0,0,0,0,0,0.325714285714286,5,128.25
"367",35.5,0,0,0,0,0,0,0.535211267605634,4,28.51
"368",17.5,0,0,0,0,0,0,0.313714285714286,6,12.89
"369",17.5,0,0,0,0,0,0,0.313714285714286,6,13
"370",17.5,0,0,0,0,0,0,0.313714285714286,8,14
"371",11.5,0,0,0,0,0,0,0.693913043478261,2,8.24
"372",9.5,0,0,0,0,0,0,0.84,2,9.49
"373",39.5,0,0,0,0,0,0,0.227341772151899,7,25.5
"374",72.5,0,0,0,0,0,0,0.165241379310345,7,45.99
"375",28.5,0,0,0,0,0,0,0.315087719298246,4,28.01
"376",32.5,0,0,0,0,0,0,0.368615384615385,5,25.04
"377",9.5,0,0,1,0,0,0,0.414736842105263,5,8.19
"378",175,0,0,0,0,0,1,0.0439428571428571,7,126.2
"379",9.5,0,0,1,0,0,0,0.630526315789474,3,10.5
"380",8.95,0,0,1,0,0,0,0.66927374301676,2,8.25
"381",57.5,0,0,1,0,1,0,0.0965217391304348,6,53.83
"382",12.5,0,0,1,0,0,0,0.4792,6,11.5
"383",11.5,0,0,1,0,0,0,0.520869565217391,5,12
"384",8.5,0,0,1,0,0,0,0.704705882352941,4,12
"385",11.5,0,0,1,0,0,0,0.520869565217391,4,10.01
"386",8.5,0,0,1,0,0,0,0.704705882352941,4,11.5
"387",11.5,0,0,1,0,0,0,0.520869565217391,3,10
"388",10.5,0,0,1,0,0,0,0.57047619047619,3,7.25
"389",19.95,0,0,1,0,0,0,0.300250626566416,4,15
"390",9.5,0,0,1,0,0,0,0.630526315789474,4,12
"391",16.5,1,0,1,0,0,0,0.363030303030303,4,13.85
"392",29.5,0,0,0,0,0,0,0.500460023072145,5,27.2635706806283
"393",14.95,0,0,1,0,0,1,0.949832775919732,0,NA
"394",99.5,0,0,1,0,0,0,0.0802010050251256,7,74.99
"395",27.5,0,0,0,0,0,0,0.252363636363636,5,24.51
"396",43.5,0,0,0,0,0,0,0.964367816091954,0,NA
"397",99.5,1,0,1,0,0,0,0.798994974874372,0,NA
"398",99.5,1,0,1,0,0,0,0.798994974874372,0,NA
"399",59.5,0,0,1,0,0,0,0.831932773109244,1,49.5
"400",59.5,0,0,1,0,0,0,0.831932773109244,1,49.5
"401",59.5,0,0,1,0,0,0,0.831932773109244,2,50.5
"402",18.95,0,0,0,0,0,0,0.791029023746702,1,14.99
"403",39.5,0,0,0,0,0,0,0.632658227848101,2,25.49
"404",10.5,0,0,0,0,0,0,0.38,3,9.25
"405",19.95,0,0,0,0,0,0,0.2,7,14.61
"406",19.95,0,0,0,0,0,0,0.2,4,13.75
"407",97.5,0,0,0,0,0,0,0.0409230769230769,11,72.99
"408",16.5,0,0,1,0,1,0,0.903030303030303,3,18.78
"409",17.5,0,0,1,0,1,0,0.851428571428571,3,18.02
"410",16.5,0,0,1,0,1,0,0.903030303030303,2,15.5
"411",43.5,1,0,0,0,0,1,0.941379310344828,0,NA
"412",10.5,0,0,0,0,0,0,0.946666666666667,0,NA
"413",34.5,1,0,0,0,0,0,0.318260869565217,6,28.49
"414",175,1,0,0,0,0,0,0.0627428571428571,5,132.7
"415",175,0,0,0,0,0,0,0.0342285714285714,5,135
"416",16.5,0,0,1,0,1,0,0.288484848484848,4,23.38
"417",8.95,0,0,1,0,0,0,1.11620111731844,1,9.99000000000004
"418",15,0,0,1,0,0,0,0.366,5,12
"419",38.5,0,0,1,0,0,0,0.142597402597403,6,30.5
"420",13.5,0,0,1,0,0,0,0.406666666666667,5,13.01
"421",12.95,0,0,1,0,0,0,0.423938223938224,6,15
"422",16.5,0,0,1,0,0,0,0.332727272727273,6,20.01
"423",39.5,0,0,1,0,0,0,0.138987341772152,5,40.5
"424",69.5,0,0,0,0,1,0,0.0829290745414141,7,49.7735706806283
"425",39.5,0,0,0,0,0,1,1.08227848101266,0,NA
"426",39.5,0,0,0,0,0,0,0.783291139240506,2,34.45
"427",9.5,0,0,1,0,0,0,1.34353375585561,2,16.2935706806283
"428",7.5,0,0,1,0,0,0,1.70180942408377,0,NA
"429",13.5,0,0,1,0,0,0,1.24174597634284,1,16.7635706806283
"430",11.5,0,0,1,0,0,0,1.37074527657637,1,15.7635706806283
"431",8.5,0,0,1,0,0,0,1.61924360948568,1,13.7635706806283
"432",9.5,0,0,1,0,0,0,1.55406007164508,1,14.7635706806283
"433",10.5,0,0,1,0,0,0,1.40605435053603,0,NA
"434",11.5,0,0,1,0,0,0,1.10987571135898,1,12.7635706806283
"435",8.5,0,0,1,0,0,0,1.50159655066215,2,14.3435706806283
"436",14.95,0,0,1,0,0,0,1.18819870773433,0,NA
"437",11.5,0,0,1,0,0,0,1.28378875483724,2,16.3235706806283
"438",10.5,0,0,1,0,0,0,1.31081625529793,0,NA
"439",17.5,0,0,1,0,0,0,1.01506118175019,0,NA
"440",17.95,0,0,1,0,0,0,0.989613965494612,1,17.7635706806283
"441",8.5,0,0,1,0,0,0,1.61924360948568,1,13.7635706806283
"442",22.5,0,0,1,0,0,0,0.444444444444444,5,25.55
"443",22.5,1,0,0,0,0,0,0.644,2,15.06
"444",16.5,0,0,0,0,1,0,0.878181818181818,3,16.01
"445",15.95,0,0,0,0,0,0,0.595611285266458,2,14.51
"446",16.5,0,0,0,0,0,0,1.08484848484848,0,NA
"447",17.5,0,0,0,0,0,0,1.02285714285714,1,17.8999999999999
"448",16.5,0,0,0,0,0,0,1.08484848484848,0,NA
"449",16.5,0,0,0,0,0,0,1.08484848484848,0,NA
"450",22.5,0,0,0,0,0,0,0.795555555555555,0,NA
"451",29.5,0,0,0,0,0,0,0.606779661016949,2,19.93
"452",16.5,0,0,0,0,1,0,0.878181818181818,3,18
"453",16.5,0,0,0,0,1,0,0.878181818181818,1,14.49
"454",18.5,0,0,0,0,0,0,0.321081081081081,5,14.45
"455",9.5,0,0,0,0,0,0,1.20947368421053,1,11.49
"456",9.5,0,0,0,0,0,0,1.10421052631579,0,NA
"457",9.5,0,0,1,0,0,0,1.15578947368421,0,NA
"458",16.5,0,0,0,0,1,0,0.272121212121212,4,15
"459",15,0,0,1,0,0,0,0.798666666666667,2,12.48
"460",9.5,0,0,1,0,0,0,1.26105263157895,1,11.98
"461",9.5,0,0,1,0,0,0,1.15578947368421,3,12.49
"462",57.5,0,0,1,0,0,0,0.0346086956521739,6,39.77
"463",49.95,0,0,1,0,0,0,0.158958958958959,4,40.52
"464",26.5,0,0,1,0,0,0,0.299622641509434,3,24.45
"465",39.5,0,0,1,0,0,0,0.201012658227848,5,33.04
"466",99.5,1,0,1,0,0,0,0.0797989949748744,8,87.95
"467",14.95,0,0,0,0,0,0,0.393979933110368,6,17.4
"468",34.5,0,1,0,0,0,0,0.40231884057971,7,27.4
"469",39.5,0,0,0,0,0,0,0.754177215189873,2,31.3
"470",17.5,0,0,1,1,1,0,0.341714285714286,4,18.49
"471",28.5,0,0,0,0,0,0,0.15719298245614,5,24
"472",29.5,0,0,0,0,1,0,0.22,11,38.5
"473",24.5,0,0,1,0,0,1,0.951020408163265,1,23.3
"474",18.5,0,0,1,0,0,1,0.605405405405405,1,11.2
"475",25,1,0,0,1,0,0,0.58,2,20.25
"476",14.95,0,0,1,0,0,1,0.929765886287625,2,14.45
"477",29.5,0,0,0,0,1,0,0.22,8,43.5
"478",8.5,1,0,1,0,0,0,0.704705882352941,3,6.54
"479",7.5,0,0,1,0,0,0,1.332,2,13.72
"480",15,0,0,1,0,0,0,0.366,5,13
"481",39.5,0,0,1,0,0,1,0.964556962025316,0,NA
"482",17.5,0,0,1,0,0,0,0.313714285714286,4,12
"483",9.5,0,0,1,0,0,1,1.05789473684211,1,10.05
"484",18.95,0,0,1,0,0,0,0.289709762532982,6,19.51
"485",9.5,1,0,1,0,0,0,1.05157894736842,2,13.81
"486",8.5,0,0,1,0,0,1,1.07647058823529,0,NA
"487",8.5,0,0,1,0,0,0,1.17529411764706,0,NA
"488",9.5,0,0,1,0,0,0,1.05157894736842,1,9.98999999999999
"489",16.5,0,0,1,0,1,0,0.288484848484848,6,19.38
"490",42.5,0,0,1,0,0,0,0.329176470588235,4,34.99
"491",99.5,0,0,0,0,0,0,0.0652261306532663,3,81.5
"492",39.5,0,0,1,0,0,0,0.354177215189873,5,32.33
"493",43.5,0,0,0,0,0,0,0.149195402298851,6,46.49
"494",16.5,0,0,0,0,0,0,0.301818181818182,3,11.49
"495",69.5,0,0,0,0,0,0,0.258992805755396,5,49
"496",21.95,0,1,0,0,0,0,0.658314350797267,2,17
"497",29.5,0,0,1,0,0,0,0.0674576271186441,3,25.51
"498",19.95,0,0,0,0,0,0,0.2,4,11.09
"499",19.95,0,0,0,0,0,0,0.2,6,11.82
"500",24.5,0,0,0,0,0,1,0.313877551020408,4,18.2
"501",34.5,0,0,1,0,0,0,0.866666666666667,2,36.95
"502",42.5,0,0,0,0,0,0,0.328,5,27.45
"503",10.5,0,0,1,0,0,0,0.951428571428571,0,NA
"504",59.5,1,0,1,0,0,0,0.267899159663866,2,38.95
"505",39.5,0,0,0,0,0,0,0.170632911392405,7,32.75
"506",24.5,0,0,1,0,0,1,0.951020408163265,2,23.8
"507",32.95,0,0,1,0,0,0,1.1062215477997,1,36.4500000000001
"508",8.95,1,0,1,0,0,0,1.22234636871508,0,NA
"509",17.5,0,0,1,0,0,0,0.313714285714286,6,16
"510",9.5,1,0,1,0,0,0,1.15157894736842,0,NA
"511",32.5,0,0,1,0,0,0,0.207384615384615,10,34.53
"512",34.5,0,0,1,1,0,0,0.105507246376812,0,NA
"513",43.5,0,0,0,0,0,0,0.711264367816092,2,36.47
"514",34.5,0,0,1,0,0,0,0.866666666666667,1,29.9
"515",39.5,0,0,0,0,0,0,0.101012658227848,5,44
"516",155,0,0,0,1,1,0,0.0512258064516129,5,184.45
"517",59.5,0,0,0,1,1,0,0.133445378151261,8,56.66
"518",29.5,0,0,0,1,1,0,0.269152542372881,4,34.95
"519",57.5,0,0,0,1,1,0,0.138086956521739,5,49
"520",29.5,0,0,0,1,1,0,0.269152542372881,5,30.95
"521",22.5,0,0,0,1,1,0,0.352888888888889,5,33.1
"522",29.5,0,0,1,0,1,0,0.505084745762712,6,46.01
"523",57.5,0,0,1,0,1,0,0.259130434782609,4,55.53
"524",29.5,0,0,1,0,1,0,0.505084745762712,4,38
"525",22.5,0,0,1,0,1,0,0.662222222222222,4,29.45
"526",16.5,0,0,1,0,1,0,0.903030303030303,3,21.45
"527",16.5,0,0,1,0,1,0,0.903030303030303,2,16.21
"528",17.5,0,0,1,0,1,0,0.851428571428571,2,15.46
"529",16.5,0,0,1,0,1,0,0.903030303030303,3,20.49
"530",8.5,0,0,1,0,0,0,0.94,0,NA
"531",39.5,0,0,0,0,0,0,0.702875207104513,2,29.1635706806283
"532",49.95,0,0,0,0,0,0,0.118918918918919,5,30.46
"533",27.5,0,0,1,0,0,0,0.363636363636364,7,23.86
"534",57.5,0,0,0,0,0,0,0.0692173913043478,4,33.99
"535",24.5,0,0,1,0,0,0,0.408163265306122,5,19.64
"536",26.5,0,0,1,0,0,0,0.377358490566038,5,19.64
"537",24.5,0,0,0,0,0,0,0.242448979591837,3,15.46
"538",18.5,0,1,0,0,0,0,0.321081081081081,3,8.2
"539",39.5,0,1,0,0,0,0,0.836708860759494,0,NA
"540",12.95,1,0,0,0,0,0,0.381467181467182,3,14.45
"541",32.95,0,0,1,0,0,0,0.167223065250379,5,32
"542",27.5,0,0,1,0,0,0,0.252363636363636,4,28.45
"543",59.5,1,0,0,0,0,0,0.247731092436975,5,39.97
"544",17.5,0,1,1,0,0,0,0.354285714285714,6,19.25
"545",8.95,0,1,1,0,0,0,0.692737430167598,3,6.71
"546",9.5,0,1,1,0,0,0,0.652631578947368,4,10.5
"547",7.95,0,1,1,0,0,0,0.779874213836478,1,6.2
"548",12.5,0,1,1,0,0,0,0.496,3,7.59
"549",69.5,0,0,0,0,0,0,0.219280575539568,5,45.02
"550",39.5,0,0,0,0,0,0,0.101012658227848,4,45.01
"551",16.5,0,0,1,0,1,0,0.541818181818182,5,15
"552",29.5,0,0,1,0,1,0,0.505084745762712,4,40.95
"553",57.5,0,0,1,0,1,0,0.259130434782609,11,68.96
"554",29.5,0,0,1,0,1,0,0.505084745762712,7,35.14
"555",22.5,0,0,1,0,1,0,0.662222222222222,8,47.95
"556",16.5,0,0,1,0,1,0,0.903030303030303,6,30.95
"557",16.5,0,0,1,0,1,0,0.903030303030303,4,26.02
"558",17.5,0,0,1,0,1,0,0.851428571428571,4,26.01
"559",16.5,0,0,1,0,1,0,0.903030303030303,5,26.45
"560",14.95,0,0,1,0,0,1,0.949832775919732,2,17.25
"561",39.5,0,0,0,0,0,0,0.379240506329114,5,29.99
"562",12.5,1,0,1,0,0,0,0.916,0,NA
"563",18.5,0,0,0,0,0,0,0.697297297297297,0,NA
"564",27.5,0,0,0,0,0,0,0.288727272727273,2,22.94
"565",24.5,0,0,1,1,0,0,1.17959183673469,0,NA
"566",18.5,0,0,1,0,0,0,0.323783783783784,4,9.8
"567",21.95,0,0,1,0,0,0,0.272892938496583,6,10.5
"568",8.95,1,0,1,0,0,0,1.16759776536313,1,10.45
"569",32.95,0,0,1,0,0,0,0.167223065250379,7,35.5
"570",22.5,0,0,0,0,0,0,0.261777777777778,7,20.9
"571",16.5,0,0,1,0,1,0,0.363030303030303,6,21
"572",24.5,0,0,1,1,0,0,1.17959183673469,0,NA
"573",18.5,0,0,0,0,0,0,0.804864864864865,0,NA
"574",21.95,0,0,0,0,0,0,0.268337129840547,6,20.9
"575",32.95,0,0,0,0,0,0,0.178755690440061,8,29.9
"576",27.5,0,0,1,1,0,0,1.05090909090909,0,NA
"577",14.95,0,0,0,0,0,0,0.393979933110368,5,17.47
"578",43.5,0,0,1,1,0,0,1.0551724137931,1,45.8999999999998
"579",14.95,0,0,1,0,0,1,0.949832775919732,2,16.7
"580",24.5,0,0,1,0,0,1,0.963265306122449,0,NA
"581",11.5,0,0,1,0,0,0,0.868695652173913,0,NA
"582",11.5,0,0,1,0,0,0,0.477391304347826,5,11.33
"583",8.5,0,0,1,0,0,0,1.17529411764706,1,9.99000000000001
"584",8.5,0,0,1,0,0,0,1.17529411764706,1,9.99000000000001
"585",19.95,0,0,1,0,0,0,0.275187969924812,7,13
"586",17.5,0,0,1,0,0,0,0.313714285714286,5,15.11
"587",32.5,0,0,1,0,0,0,0.168923076923077,4,28.51
"588",9.5,1,0,1,0,0,0,1.05157894736842,1,9.98999999999999
"589",175,0,1,0,0,0,0,0.0856,8,86
"590",16.5,0,0,0,0,0,0,0.256969696969697,8,14.97
"591",34.5,0,0,0,0,0,0,0.40231884057971,5,25.51
"592",39.5,0,0,1,0,0,0,1.41518987341772,0,NA
"593",15.95,0,0,0,0,0,0,0.438244514106583,3,14.51
"594",57.5,0,0,0,0,0,0,0.121565217391304,6,53.1
"595",16.5,0,0,1,0,0,0,0.210909090909091,8,13
"596",57.5,0,0,0,0,0,0,0.121565217391304,6,37
"597",39.5,0,0,0,0,0,0,0.176962025316456,7,27
"598",25,0,0,0,0,0,0,0.2796,4,21.26
"599",49.5,0,0,1,1,0,0,1.02828282828283,0,NA
"600",49.95,0,0,0,0,0,0,0.13993993993994,7,35.01
"601",10.5,0,0,0,0,0,0,0.951428571428571,2,11.35
"602",22.5,0,0,0,0,0,0,0.310666666666667,5,21.76
"603",8.5,0,0,0,0,0,0,1.17529411764706,3,12.5
"604",24.5,0,0,0,0,0,0,0.28530612244898,7,22.39
"605",14.95,0,0,1,0,0,0,0.464214046822743,3,16.95
"606",18.5,0,0,0,0,0,0,0.377837837837838,4,15.51
"607",22.5,0,0,0,0,0,0,0.310666666666667,5,26.76
"608",7.95,1,0,0,0,0,0,0.621383647798742,3,9.45
"609",14.95,0,0,1,0,0,1,0.949832775919732,1,14.2
"610",17.5,0,0,0,0,0,0,0.282285714285714,6,12.33
"611",22.5,0,1,0,0,0,0,0.299555555555556,3,13.75
"612",12.5,0,0,0,0,0,0,0.7992,5,16.5
"613",7.5,0,0,1,0,0,0,1.332,2,11
"614",11.5,0,0,1,0,0,0,0.477391304347826,4,11.24
"615",12.5,0,0,1,0,0,0,0.4392,4,9.46
"616",8.5,0,0,1,0,0,0,1.17529411764706,3,15
"617",17.5,0,0,0,1,0,0,0.143428571428571,7,10.01
"618",57.5,0,0,0,1,1,0,0.138086956521739,7,67.95
"619",29.5,0,0,0,1,1,0,0.269152542372881,6,57.95
"620",29.5,0,0,0,1,1,0,0.269152542372881,5,67.95
"621",22.5,0,0,0,1,1,0,0.352888888888889,5,25.45
"622",16.5,0,0,0,0,0,0,0.693939393939394,2,13.5
"623",18.5,0,0,0,0,0,0,0.804864864864865,0,NA
"624",7.95,0,0,0,0,0,0,1.25660377358491,3,11.55
"625",43.5,0,0,1,1,0,0,1.0551724137931,0,NA
"626",21.95,0,0,0,0,0,0,0.268337129840547,2,15.15
"627",22.5,0,0,0,0,0,0,0.261777777777778,5,23.4
"628",39.5,0,0,0,0,0,0,0.194683544303797,8,31.74
"629",9.5,1,0,0,0,0,0,1.05157894736842,3,14.5
"630",9.5,0,0,1,0,0,0,0.414736842105263,6,8.45
"631",9.5,0,0,1,0,0,0,0.414736842105263,4,9.45
"632",9.5,1,0,0,0,0,0,1.05157894736842,4,14
"633",24.5,0,0,1,0,0,0,0.244489795918367,6,20.94
"634",14.95,0,0,0,0,0,0,0.393979933110368,3,12.5
"635",7.95,0,0,1,0,0,0,1.25660377358491,1,9.99000000000004
"636",8.5,0,0,1,0,0,1,1.07647058823529,0,NA
"637",39.5,0,0,1,0,0,1,0.964556962025316,0,NA
"638",16.5,0,0,0,0,1,0,0.878181818181818,4,29
"639",14.95,0,0,1,0,0,1,0.949832775919732,2,17.74
"640",24.5,0,0,1,0,0,1,0.926530612244898,0,NA
"641",13.5,0,0,1,0,0,0,0.406666666666667,4,8.75
"642",17.5,0,0,1,0,0,0,0.313714285714286,4,11.36
"643",9.5,0,0,1,0,0,0,1.05157894736842,3,14.68
"644",38.5,0,0,1,0,0,0,0.142597402597403,8,31.5
"645",8.95,0,0,1,0,0,0,1.11620111731844,2,10.49
"646",34.5,0,0,0,0,0,0,0.318260869565217,5,27
"647",8.5,0,0,1,0,0,0,0.704705882352941,3,11.5
"648",11.5,0,0,1,0,0,0,0.520869565217391,5,14.5
"649",10.5,0,0,1,0,0,0,0.57047619047619,4,12.9
"650",10.5,0,0,1,0,0,0,0.57047619047619,5,10.5
"651",24.5,0,0,1,1,0,0,1.17959183673469,1,28.8999999999999
"652",43.5,0,0,0,0,0,0,0.176781609195402,7,36.59
"653",12.5,0,0,1,0,0,0,0.4792,6,15.57
"654",175,0,0,0,0,0,0,0.0439428571428571,7,149.71
"655",29.5,1,0,0,1,0,0,0.177627118644068,7,24.75
"656",43.5,0,0,1,1,0,0,1.0551724137931,1,45.8999999999998
"657",18.95,0,1,1,0,0,0,0.287071240105541,5,11.46
"658",8.5,0,0,1,0,0,0,1.17529411764706,2,15
"659",9.5,0,0,1,0,0,0,1.05157894736842,5,19.99
"660",8.5,0,0,1,0,0,0,1.17529411764706,2,11.77
"661",32.5,0,0,1,0,0,0,0.168923076923077,5,27.22
"662",34.5,0,0,0,0,0,0,1.04173913043478,0,NA
"663",21.95,0,1,0,0,0,0,0.316173120728929,1,6.93999999999999
"664",43.5,0,0,0,0,0,0,0.59632183908046,5,35.95
